index,Variable,Value
61,BrNO+hv->Br+NO,0.027282616067371993
62,BrONO+hv->Br+NO2,0.01703295826291323
63,BrONO+hv->BrO+NO,0.01703295826291323
64,BrNO2+hv->Br+NO2,0.0060362531453843305
65,BrONO2+hv->BrO+NO2,0.00028044807993572284
66,BrONO2+hv->Br+NO3,0.0015892057863024296
67,BrCl+hv->Br+Cl,0.013166393993651491
68,CH3Br+hv->Products,5.0999616037706906e-08
69,CH3ONO2+hv->CH3O+NO2,1.4444019306684228e-06
70,CH3(OONO2)+hv->CH3OO+NO2,8.552461224390922e-06
71,C2H5ONO2+hv->C2H5O+NO2,2.001660442194878e-06
72,nC3H7ONO2+hv->C3H7O+NO2,3.8158488601343315e-06
73,1-C4H9ONO2+hv->1-C4H9O+NO2,3.7664373751408427e-06
74,2-C4H9ONO2+hv->2-C4H9O+NO2,3.170001073363729e-06
75,nitro_acetone+hv->Products,4.782502993136669e-05
76,nitro_ethanol+hv->Products,8.11499101474631e-08
77,CH3CH2ONO2+hv->CH3CH2O+NO2,1.4681469260907932e-06
78,CH3CHONO2CH3+hv->CH3CHOCH3+NO2,2.376483327272791e-06
79,CH3COCH3+hv->CH3CO+CH3,2.045827144283596e-06
80,CCl3F+hv->Products,2.1950235290242156e-08
81,CCl2F2+hv->Products,2.4881854793483918e-09
82,CFC-113+hv->Products,3.44010605820613e-09
83,CFC-114+hv->Products,1.8731186167062968e-10
84,CFC-115+hv->Products,1.0885355996072939e-11
85,HCFC-22+hv->Products,5.940525477717923e-12
86,CF3CHCl2+hv->Products,2.9730155543625956e-09
87,CF3CHFCl+hv->Products,2.6758036872890875e-11
88,HCFC-141b+hv->Products,5.562595865305016e-09
89,HCFC-142b+hv->Products,2.6999934558954815e-11
90,HCFC-225ca+hv->Products,6.151261621683613e-09
91,HCFC-225cb+hv->Products,2.630567182385557e-10
92,C(CH3)3(ONO2)+hv->C(CH3)(O.)+NO2,1.1307935003101028e-05
93,C(CH3)3(ONO)+hv->C(CH3)3(O)+NO,0.003140104297134003
94,PAN+hv->CH3CO(OO)+NO2,5.321474026749104e-07
95,PAN+hv->CH3CO(O)+NO3,2.2806317257496155e-07
96,PPN+hv->CH3CH2CO(OO)+NO2,4.236546660147294e-07
97,PPN+hv->CH3CH2CO(O)+NO3,2.708611799110565e-07
98,CH2=C(CH3)CHO+hv->Products,7.391235778087981e-06
99,MVK+hv->Products,2.5991048295621377e-05
100,HOCH2CHO+hv->CH2OH+HCO,1.6671730684388016e-05
101,HOCH2CHO+hv->CH3OH+CO,2.008642251131086e-06
102,HOCH2CHO+hv->CH2CHO+OH,1.4060495757917606e-06
103,CH2(OH)COCH3+hv->CH3CO+CH2(OH),1.6205859421957582e-06
104,CH2(OH)COCH3+hv->CH2(OH)CO+CH3,1.6205859421957582e-06
105,CHOCHO+hv->HCO+HCO,0.00010052932609401853
106,CHOCHO+hv->H2+CO+CO,2.6687002716811687e-05
107,CHOCHO+hv->CH2O+CO,4.680576523544835e-05
108,CH3COCHO+hv->CH3CO+HCO,0.00036505292181873575
109,CH3COCOCH3+hv->Products,0.00034171063199215734
110,CH3COOH+hv->CH3+COOH,8.600030064489036e-10
111,CH3COOOH+hv->Products,1.263365255043204e-06
112,CH3COCOOH+hv->Products,0.0005232054421180891
113,CH3CH3NNO+hv->Products,0.003235264396186704
114,CF2O+hv->Products,5.753323907758466e-10
